author,n,match,gender,titles,ntit,birth,death,prefix1,prefix2
"Пашиев, Эдуард",45,ПашиевЭ,m,"Цветы из чужого сада; Хромой пес; Доктор Крауклис; Цветы из чужого сада. СЕМЬСОТ СЕМЬДЕСЯТ СЕМЬ МАСТЕРОВ: Трудовой огонек; Маркел-Самодел и его дети; Семьсот семьдесят семь мастеров; Самоходные лапотки; Золотой гвоздь; МЫЛЬНЫЕ ПУЗЫРИ: Две пословицы; Мать-мачеха; Чугун и сталь; Филя; Для чего руки нужны; Про нос и язык; Торопливый ножик; Мыльные пузыри; Бумажный змей; Гусь лапчатый; Ежиха-фор-сиха; Про торопливую Куницу и терпеливую Синицу; ЗАМОК БЕЗ КЛЮЧА: Чертозиаева памятка; Уральская побасенка; Замок без ключа; Про Силу и Правду; Болтливая Молния; Березовая Роща; Про дедушку Само; Долговекин мастер; НА ВСЕ ЦВЕТА РАДУГИ: Луна, Лужица и Бельмо на вороньем глазу; На все цвета радуги; Шантон-болтон; Пять зерен; Свечка; Удочеренная яблонька; Сказка о большом колоколе; Семь коралей и одна королева; МЕЛКИЕ КАЛОШИ: Белая Бабочка; Зоркий слепец; Про два Колеси; Неуступчивые сестры; Мелкие калоши; Скрипучая Дверь; Шумливое море; Четыре брата; Пасту* и Скрипка; Некрасивая Елка",46,,,ПашиевЭ,NA
"Пашин, В. В.",1,ПашинВВ,m,Перпетуум-мобиле,1,,,ПашинВ,ПашинВВ
"Пашинин, В.",3,ПашининВА,m,"Богатырская потеха; Точно в десятку",2,,,ПашининВ,NA
"Пашинин, В. А.",1,ПашининВА,m,"Настольный теннис",1,,,ПашининВ,ПашининВА
"Пашкевич, Виктор",1,ПашкевичВ,m,"Над рекой Березой",1,,,ПашкевичВ,NA
"Пашкевич, М.",3,ПашкевичМ,-,"Звери жарких стран; Мои друзья",2,,,ПашкевичМ,NA
"Пашкевич, Н.",2,ПашкевичНК,-,"Приключения молодого летчика; Строители малой авиации. В помощь кружкам юных авиамоделистов",2,,,ПашкевичН,NA
"Пашкевич, Н. К.",4,ПашкевичНК,-,"Змеиное жало; Лаптишки; Летающая жарынь; По воле ветра",4,,,ПашкевичН,ПашкевичНК
"Пашнев, Э.",4,ПашневЭИ,m,"Хромой пес; Ньютоново яблоко; Доктор Крауклис; Цветы из чужого сада",4,,,ПашневЭ,NA
"Пашнев, Э. И.",5,ПашневЭИ,m,"Картошка; Яблоня Гайдара; Мальчики и девочки; Мама, я больше не буду; Яблоня Гайдара: Повесть; Из прикладного дневника: Рассказ",6,,,ПашневЭ,ПашневЭИ
"Пашнев, Эдуард",13,ПашневЭИ,m,"Дневник человека с деревянной саблей; Приключения желудевого человечка; Цветы из чужого сада. (Хромой пес. Доктор Крауклис); Девочка и олень; Ньютоново яблоко; Хромой пес; Зверь; Цветы из чужого сада; Доктор Крауклис; Приключения ж елудевого человечка; Рыцарь из ванной комнаты; Кошка-невидимка; Мальчик-колокольчик; Дед-Мороз",14,,,ПашневЭ,NA
"Пашов, В.",13,ПашовВ,m,"Желторотые цыплята; Утро; Я мою руки; Солнце; Цыпленок; Куры; Пчела; Потоп; Тень; Жара; Ручей; Глупая лошадь; Помощница; Арифметика",14,,,ПашовВ,NA
"Пашов, Владимир",2,ПашовВ,m,"Аленкин сарафанчик; Звенит звонок",2,,,ПашовВ,NA
"Пащенко, В.",1,ПащенкоВК,-,"Краткий полевой справочник юного геолога",1,,,ПащенкоВ,NA
"Пащенко, В. К.",1,ПащенкоВК,-,"Краткий полевой справочник юного геолога",1,,,ПащенкоВ,ПащенкоВК
"Пащенко, М.",7,ПащенкоМ,-,"Дешевая азбука; Книжка для раскрашивания; Птицы",3,,,ПащенкоМ,NA
"Пащенко, Т.",1,ПащенкоТ,-,"Песенка радости",1,,,ПащенкоТ,NA
